school,applicant
拉夫堡大学金融学理学硕士,"广东财经大学, 金融工程, 大四，GPA86.2"
杜伦大学管理学（金融）理学硕士,"上海大学, 金融, 大四，GPA84.5，雅思7.0"
格拉斯哥大学经济、银行及金融理学硕士,"西南财经大学, 金融学(CFA国际化实验班), 大四，GPA86.7，雅思7.5，GMAT690"
爱丁堡大学金融、科技与政策理学硕士,"苏州科技大学, 金融工程, 大四，GPA4.2，雅思7"
曼彻斯特大学房地产资产管理理学硕士,"河北农业大学, 国际经济与贸易, 大四，GPA85.63"
布里斯托大学金融与投资理学硕士,"香港中文大学（深圳）, 金融, 大四，GPA83.46，雅思7，GRE323"
格拉斯哥大学全球经济理学硕士,"天津商业大学, 国际经济与贸易, 大四，GPA80"
华威大学国际贸易、策略与运营理学硕士,"华南农业大学, 法学（大三开始辅修国贸，大一读的是林学）, 大四，GPA86.04，雅思7"
兰卡斯特大学市场营销理学硕士,"郑州西亚斯学院, 国际贸易与经济, 两年半工作经验，GPA81.72"
爱丁堡大学会计与金融理学硕士,"天津财经大学, 审计学, 大四，GPA90.8，雅思7"
爱丁堡大学会计与金融理学硕士,"北京外国语大学, 国际财务管理, 大四，GPA90.02，雅思7.5，GMAT700"
伦敦大学玛丽皇后学院银行与金融学理学硕士,"多伦多大学, 计算机和统计, 已毕业，GPA2.89"
伦敦大学国王学院银行与金融理学硕士,"中国矿业大学, 会计学, 已毕业，GPA86.78，雅思7.5，GMAT700"
南安普顿大学物流与供应链分析理学硕士,"上海对外经贸大学, 物流管理与工程类（中澳合作）, 大四，GPA81.41，雅思6.5"
伦敦大学国王学院国际营销理学硕士,"纽约州立大学宾汉姆顿分校, 市场营销, 2020毕业，GPA3.56"
兰卡斯特大学物流与供应链管理理学硕士,"北京科技大学, 物流工程, 大四，GPA77.6，雅思6.5"
埃克塞特大学人力资源管理理学硕士,"广州大学, 国际经济与贸易, 已毕业，GPA78.3"
约克大学健康经济学理学硕士,"武汉大学, 药学, 大四，GPA87，雅思7"
埃克塞特大学金融与管理理学硕士,"西南财经大学, 金融学(CFA国际化实验班), 大四，GPA86.7，雅思7.5，GMAT690"
曼彻斯特大学金融经济学理学硕士,"北京工业大学, 金融学, 大四，GPA90.86，雅思7.5"
谢菲尔德大学经济学理学硕士,"沈阳工业大学, 国际经济与贸易, 大四，GPA89"
布里斯托大学会计、金融和管理理学硕士,"西南财经大学, 保险财务会计双语, 2020年毕业，GPA3.6，雅思7.0"
南安普顿大学物流与供应链分析理学硕士,"沈阳工业大学, 物流管理, 大四，GPA84.9，雅思6.5"
伦敦大学玛丽皇后学院投资银行学理学硕士,"河北农业大学, 国际经济与贸易, 大四，GPA85.63"
爱丁堡大学国际商务与新兴市场理学硕士,"山东财经大学, 金融学, 大四毕业，GPA93.2，雅思7，GMAT690"
南安普顿大学风险管理理学硕士,"浙江农林大学, 金融工程, 一年半工作经验，GPA83.7，雅思7.5"
圣安德鲁斯大学金融与经济学理学硕士,"南京财经大学, 国际经济与贸易, 大四，GPA88.44"
利兹大学商业分析和决策科学理学硕士,"江苏大学, 统计学, 大四，GPA90.7，雅思6.5"
谢菲尔德大学会计、治理与财务管理理学硕士,"澳门科技大学, 会计, 大四，GPA84.3，雅思6.5"
利兹大学管理学理学硕士,"华南农业大学, 法学（大三开始辅修国贸，大一读的是林学）, 大四，GPA86.04，雅思7"
爱丁堡大学气候变化金融和投资理学硕士,"华东理工大学, 工程管理, 大四，GPA87.6，雅思7.5，GRE325"
华威大学信息系统管理和数字化创新硕士,"上海大学, 信息管理与信息系统, 大四，GPA87.03"
谢菲尔德大学货币、银行与金融理学硕士,"上海海事大学, 金融, 大四，GPA86.5"
纽卡斯尔大学金融理学硕士,"北京师范大学-香港浸会大学联合国际学院, 金融数学, 大四，GPA3.04，雅思7"
利物浦大学运营和供应链管理理学硕士,"上海对外经贸大学, 物流管理与工程类（中澳合作）, 大四，GPA81.41，雅思6.5"
约克大学国际商务与战略管理理学硕士,"北京理工大学珠海学院, 商务英语, 大四，GPA86.66"
纽卡斯尔大学国际商务管理理学硕士,"广东财经大学, 国际商务, 大四，GPA3.21，雅思7.0"
布里斯托大学会计、金融和管理理学硕士,"天津财经大学, 审计学, 大四，GPA90.8，雅思7"
伦敦大学国王学院数字经济硕士,"北京理工大学, 国际经济与贸易, 大四，GPA85.41"
伦敦大学国王学院数字经济硕士,"上海外国语大学, 国际经济与贸易, 应届毕业生，GPA85.61，雅思7.5"
华威大学管理学理学硕士,"厦门大学, 会计, 大四，GPA85.98，雅思7.5"
兰卡斯特大学计量金融学理学硕士,"北京师范大学-香港浸会大学联合国际学院, 金融数学, 大四，GPA3.04，雅思7"
雷丁大学管理理学硕士,"广东药科大学, 保险, 大四，GPA76.3"
伦敦大学玛丽皇后学院市场营销理学硕士,"南京审计大学, 金融, 已毕业，GPA80，雅思6.0"
南安普顿大学经济学理学硕士,"沈阳工业大学, 国际经济与贸易, 大四，GPA89"
华威大学市场营销与战略理学硕士,"纽约州立大学宾汉姆顿分校, 市场营销, 2020年应届毕业生，GPA3.56"
兰卡斯特大学商业分析理学硕士,"暨南大学, 数学与应用数学, 大四，GPA3.12"
布里斯托大学市场营销理学硕士,"北京工业大学, 管理, 大四，GPA3.78"
杜伦大学经济学理学硕士,"南京农业大学, 国际经济与贸易, 一年工作经验，GPA88.38，雅思7.0，GMAT700"
约克大学全球营销理学硕士,"西安工业大学, 会计, 大四，GPA80"
布里斯托大学市场营销理学硕士,"华南理工大学, 国际经济与贸易, 大四，GPA3.71，雅思7"
布里斯托大学会计、金融和管理理学硕士,"北京理工大学, 中外会计, 大四，GPA87，雅思6.5"
埃克塞特大学国际供应链管理理学硕士,"上海对外经贸大学, 物流管理与工程类（中澳合作）, 大四，GPA81.41，雅思6.5"
伦敦大学玛丽皇后学院管理学理学硕士,"广东财经大学, 国际商务, 大四，GPA3.21，雅思7.0"
南安普顿大学时装营销与品牌文学硕士,"考文垂大学, International Marketing, 大四，GPA3.7，雅思6.0"
南安普顿大学金融与经济理学硕士,"深圳大学, 金融学, 大四，GPA83.3，雅思6.5"
伦敦大学玛丽皇后学院投资与金融学理学硕士,"广东财经大学, 金融工程, 大四，GPA86.2"
伦敦大学玛丽皇后学院金融学理学硕士,"广东财经大学, 金融工程, 大四，GPA86.2"
伦敦大学皇家霍洛威学院数字创新与分析理学硕士,"特伦特大学, 经济学, 已毕业，GPA80.44"
伦敦大学玛丽皇后学院商业分析学理学硕士,"特伦特大学, 经济学, 已毕业，GPA80.44"
南安普顿大学市场营销分析理学硕士,"对外经济贸易大学, 保险学, 大四，GPA85，雅思6.5"
南安普顿大学金融与经济理学硕士,"天津商业大学, 国际经济与贸易, 大四，GPA80"
伦敦大学玛丽皇后学院管理学理学硕士,"汕头大学, 产品设计, 大四，GPA81.92，雅思6.5"
巴斯大学银行和金融市场应用经济学理学硕士,"北京交通大学, 金融学（理科实验班）, 已毕业，GPA80.5，雅思7"
布里斯托大学市场营销理学硕士,"纽约州立大学宾汉姆顿分校, 市场营销, 大四，GPA3.56"
布里斯托大学管理学理学硕士（市场营销 ）,"上海外国语大学, 公共关系学, 大四，GPA3.62"
布里斯托大学会计、金融和管理理学硕士,"南京财经大学, 国际经济与贸易, 大四，GPA88.44"
布里斯托大学经济学理学硕士,"南京农业大学, 国际经济与贸易, 一年工作经验，GPA88.38，雅思7.0，GMAT700"
南安普顿大学国际银行与金融研究理学硕士,"上海海事大学, 金融, 大四，GPA86.5"
卡迪夫大学国际经济学、银行与金融理学硕士,"广东药科大学, 保险, 大四，GPA76.3"
约克大学统计学与计算金融理学硕士,"浙江农林大学, 金融工程, 1年工作经验，GPA83.7，雅思7.5"
南安普顿大学商业分析与管理科学理学硕士,"特伦特大学, 经济学, 已毕业，GPA80.44"
南安普顿大学商业分析与金融理学硕士,"成都理工大学, 投资学, 大四，GPA82.6"
布里斯托大学会计、金融和管理理学硕士,"澳门科技大学, 会计, 大四，GPA84.3，雅思6.5"
拉夫堡大学管理学理学硕士,"广东药科大学, 保险, 大四，GPA76.3"
思克莱德大学创新与市场营销管理理学硕士,"广东药科大学, 保险, 大四，GPA76.3"
南安普顿大学商业分析与金融理学硕士,"河北农业大学, 国际经济与贸易, 大四，GPA85.63"
诺丁汉大学物流与供应链管理理学硕士,"天津理工大学, 物流管理, 大四，GPA87.5"
兰卡斯特大学管理学理学硕士,"汕头大学, 产品设计, 大四，GPA81.92，雅思6.5"
伯明翰大学营销理学硕士,"印第安纳大学伯明顿分校, 传媒-广告, 大四，GPA3.2"
伯明翰大学国际营销理学硕士,"印第安纳大学伯明顿分校, 传媒-广告, 大四，GPA3.2"
布里斯托大学银行、管理与金融稳定理学硕士,"江南大学, 国际经济与贸易, 一年工作经验，GPA85.85"
布里斯托大学银行、管理与金融稳定理学硕士,"北京工业大学, 金融学, 已毕业，GPA90.86，雅思7.5"
思克莱德大学人力资源管理理学硕士,"徐州工程学院, 秘书学, 大四，GPA80.18"
布里斯托大学全球运营与供应链管理理学硕士,"上海对外经贸大学, 物流管理与工程类（中澳合作）, 大四，GPA81.41，雅思6.5"
布里斯托大学会计、金融和管理理学硕士,"北京工商大学, 会计, 大四，GPA3.98，雅思7.0"
约克大学统计学与计算金融理学硕士,"山东工商学院, 应用统计, 大四，GPA83.55"
布里斯托大学全球运营与供应链管理理学硕士,"天津理工大学, 物流管理, 大四，GPA87.5"
兰卡斯特大学物流与供应链管理理学硕士,"沈阳工业大学, 物流管理, 大四，GPA84.9，雅思6.5"
卡迪夫大学物流与运营管理理学硕士,"河北师范大学汇华学院, 国际经济与贸易, 6年工作经验，GPA85.88"
莱斯特大学人力资源管理与培训理学硕士,"徐州工程学院, 秘书学, 大四，GPA80.18"
卡迪夫大学市场营销理学硕士,"西安工业大学, 会计, 大四，GPA80"
东安格利亚大学人力资源管理理学硕士,"徐州工程学院, 秘书学, 大四，GPA80.18"
卡迪夫大学物流与运营管理理学硕士,"沈阳工业大学, 物流管理, 大四，GPA84.9，雅思6.5"
诺丁汉大学物流与供应链管理理学硕士,"上海对外经贸大学, 物流管理与工程类（中澳合作）, 大四，GPA81.41，雅思6.5"
诺丁汉大学经济学理学硕士,"沈阳工业大学, 国际经济与贸易, 大四，GPA89"
伯明翰大学营销传播理学硕士,"广东外语外贸大学, 商务英语, 大四，GPA3.59，雅思7.0"
利兹大学会计与金融理学硕士,"东北农业大学, 会计, 大四，GPA87"
格拉斯哥大学金融和管理理学硕士,"中央财经大学, 财务管理, 已毕业，GPA81.61，雅思6.5，GMAT690"
格拉斯哥大学国际金融硕士,"中央财经大学, 财务管理, 已毕业，GPA81.61，雅思6.5，GMAT690"
曼彻斯特大学组织变革与发展理学硕士,"东北财经大学, 工商管理, 大四，GPA87.99，雅思7"
曼彻斯特大学房地产资产管理理学硕士,"北京航空航天大学, 材料科学与工程, 大四，GPA80.38，雅思6.5"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"中南财经政法大学, 会计, 大四，GPA82，雅思6.5"
曼彻斯特大学房地产资产管理理学硕士,"中国海洋大学, 旅游管理, 应届毕业生，GPA3.2，雅思6.5"
曼彻斯特大学房地产资产管理理学硕士,"东南大学, 建筑学院建筑学, 大五，GPA88.78，雅思7.5"
伦敦大学国王学院数字经济硕士,"上海立信会计金融学院, 经济学, 大四，GPA88.88"
华威大学管理学理学硕士,"中南财经政法大学, 经济, 大四，GPA87.16"
利兹大学管理咨询理学硕士,"南京航空航天大学, 金融学, 大四，GPA86，雅思6.5"
杜伦大学金融（国际货币、金融与投资）理学硕士,"中国人民大学, 金融学, 大四，GPA86.1，雅思7.0，GMAT670"
华威大学国际贸易、策略与运营理学硕士,"东北财经大学, 金融学, 工作1年，GPA85.57"
华威大学国际贸易、策略与运营理学硕士,"北京航空航天大学, 材料科学与工程, 大四，GPA80.38，雅思6.5"
曼彻斯特大学经济学文学硕士,"大连海事大学, 国际经济与贸易, 大四，GPA3.5"
曼彻斯特大学发展金融学理学硕士,"中国矿业大学, 金融学, 半年工作经验，GPA3.2"
曼彻斯特大学发展金融学理学硕士,"西南财经大学, 投资学, 4年工作经验，GPA82.68，托福104"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"戴尔豪斯大学, 金融学, 1年工作经验，GPA3.26"
曼彻斯特大学发展金融学理学硕士,"中国人民大学, 会计学, 已毕业，GPA3.27，雅思6.5"
纽卡斯尔大学国际经济学与金融理学硕士,"苏州科技大学, 环境工程, 大四，GPA86.49，雅思6.5"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"武汉大学, 档案学, 应届毕业生，GPA3.36，雅思7"
诺丁汉大学经济发展与政策分析理学硕士,"上海理工大学, 金融学, 大四，GPA83，雅思6.0"
曼彻斯特大学房地产开发理学硕士,"东南大学, 建筑学院建筑学, 大四，GPA88.78，雅思7.5"
格拉斯哥大学城市规划及房地产开发理学硕士,"东南大学, 建筑学院建筑学, 大四，GPA88.78，雅思7.5"
杜伦大学金融（金融与投资）理学硕士,"苏州大学, 金融学（中外合作办学）, 大四，GPA93，雅思7，GMAT670"
华威大学经济学与国际金融经济学理学硕士,"武汉大学, 数理金融, 已毕业，GPA3.14"
华威大学经济学理学硕士,"武汉大学, 数理金融, 已毕业，GPA3.14"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"西北工业大学, 德语, 一年工作经验，GPA79.5"
曼彻斯特大学发展金融学理学硕士,"东北财经大学, 金融学, 工作1年，GPA85.57"
曼彻斯特大学会计理学硕士,"香港中文大学（深圳）, 会计学, 大四，GPA3.4，雅思7"
伦敦大学国王学院会计、问责与财务管理理学硕士,"南卡罗来纳大学, 会计, 大四，GPA3.72"
爱丁堡大学金融、科技与政策理学硕士,"苏州大学, 金融学（中外合作办学）, 大四，GPA91，雅思7"
爱丁堡大学经济学理学硕士,"上海交通大学, 金融学, 大四，GPA85.16，雅思6.5"
曼彻斯特大学运营、项目与供应链管理理学硕士,"福州大学, 会计学, 2年工作经验，GPA85.39，雅思6.5"
曼彻斯特大学市场营销理学硕士,"高丽大学, 经营, 大四，GPA92.7，雅思7"
华威大学管理学理学硕士,"山东大学, 市场营销, 大四，GPA84.5"
伦敦大学国王学院计算金融学理学硕士,"暨南大学, 经济统计学, 大四，GPA3.53，雅思7.0"
华威大学供应链与物流管理理学硕士,"深圳大学, 物流管理, 大四，GPA3.53，雅思6.5"
谢菲尔德大学信息系统理学硕士,"北京科技大学, 信息管理与信息系统, 毕业一年，GPA86.2，雅思6.0"
华威大学供应链与物流管理理学硕士,"大连海事大学, 海事管理, 毕业一年，GPA81.4，雅思6.5"
伦敦大学学院金融理学硕士,"香港中文大学（深圳）, 金融, 大四，GPA3.41，雅思7.5，GMAT710"
曼彻斯特大学管理与信息系统：改变和发展理学硕士,"天津大学, 信息管理与信息系统（保密管理）, 大四，GPA3.32，雅思6.5"
谢菲尔德大学金融与会计理学硕士,"四川大学, 金融学（双语）, 大四，GPA80，雅思6.5"
巴斯大学管理理学硕士,"北京航空航天大学, 材料科学与工程, 已毕业，GPA80.38，雅思6.5"
华威大学商业分析理学硕士,"南京大学, 经济学, 1年工作经验，GPA4.26，雅思7.0"
谢菲尔德大学全球营销管理理学硕士,"北京邮电大学, 电子信息科学与技术, 工作2年，GPA75.05，雅思6.0"
谢菲尔德大学信息系统理学硕士,"北京邮电大学, 电子信息科学与技术, 工作2年，GPA75.05，雅思6.0"
谢菲尔德大学信息系统理学硕士,"暨南大学, 经济统计学, 两年工作经验，GPA77.9，雅思6.0"
利兹大学全球供应链管理理学硕士,"中央财经大学, 物流管理, 工作半年，GPA82.91，雅思7.0"
纽卡斯尔大学国际经济学与金融理学硕士,"皇家墨尔本理工大学, 经济金融, 已毕业，GPA73.19"
伦敦大学国王学院金融学（资产定价）理学硕士,"南昌大学, 金融学, 已毕业，GPA87.1，雅思6"
南安普顿大学精算学理学硕士,"中国矿业大学, 工程管理, 毕业，GPA3.21"
伦敦政治经济学院会计、组织与机构理学硕士,"南卡罗来纳大学, 会计, 大四，GPA3.72"
格拉斯哥大学全球经济理学硕士,"广东外语外贸大学, 金融学, 大四，GPA82.64，雅思6"
爱丁堡大学金融、科技与政策理学硕士,"南京审计大学, 审计, 6年工作经验，GPA86.83，雅思6.0"
伦敦政治经济学院经济学理学硕士,"北京师范大学, 国际经济与贸易, 已毕业，GPA88.25，雅思7.5，GRE324"
曼彻斯特大学房地产资产管理理学硕士,"大连理工大学, 国际经济与贸易, 大四，GPA80.02，雅思6.0"
格拉斯哥大学全球经济理学硕士,"南京航空航天大学, 金融学, 大四，GPA86，雅思6.5"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"上海大学, 人力资源管理, 大四，GPA83，雅思6.0"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"东北财经大学, 工商管理, 大四，GPA87.99，雅思7"
曼彻斯特大学会计理学硕士,"南卡罗来纳大学, 会计, 大四，GPA3.72"
曼彻斯特大学发展金融学理学硕士,"安徽师范大学, 经济学, 大四，GPA85.59，雅思6.5"
杜伦大学会计学理学硕士,"南京师范大学, 会计学, 大四，GPA86.58，雅思6.5，GMAT680"
伦敦政治经济学院会计与金融理学硕士,"香港中文大学（深圳）, 会计学, 大四，GPA3.73，雅思7.5，GMAT700"
利兹大学全球供应链管理理学硕士,"对外经济贸易大学, 物流管理, 大四，GPA84，雅思7"
华威大学供应链与物流管理理学硕士,"南京航空航天大学, 交通运输（机场运行与管理）, 大四，GPA3.5，雅思6.5"
利兹大学金融风险管理理学硕士,"四川大学, 土木工程（辅修金融）, 毕业1年，GPA84.7，雅思6.0"
伯明翰大学金融数学理学硕士,"山东大学（威海）, 信息与计算科学, 大四，GPA3.74，雅思6.5，GRE320+3"
布里斯托大学银行、管理与金融稳定理学硕士,"四川大学, 金融学, 大四，GPA82"
伦敦政治经济学院人力资源与组织理学硕士,"山东大学, 人力资源管理, 大四，GPA86.23，雅思7"
格拉斯哥大学房地产理学硕士,"四川农业大学, 工程造价, 工作2年，GPA86.1，雅思6.0"
伦敦大学学院管理学理学硕士,"香港中文大学（深圳）, 金融, 大四，GPA3.41，雅思7.5，GMAT710"
华威大学供应链与物流管理理学硕士,"兰州大学, 会计学（ACCA方向）, 1年工作经验，GPA80.27，雅思6.5"
华威大学行为与经济科学（经济学方向）理学硕士,"西南财经大学, 工商管理(金融服务与管理), 大四，GPA88.08，雅思7，GRE320"
伦敦大学学院管理学理学硕士,"香港中文大学（深圳）, 会计, 大四，GPA3.476，雅思7.5，GMAT660"
格拉斯哥大学旅游、遗产与发展理学硕士,"中山大学, 旅游管理与规划, 大四，GPA3.8，雅思6"
利物浦大学会计与金融理学硕士,"西安财经大学, 会计, 大四，GPA80.12，雅思6.0"
约克大学统计学与计算金融理学硕士,"广东金融学院, 经济统计学, 半年工作经验，GPA85.47，雅思6.5"
杜伦大学金融（金融与投资）理学硕士,"江南大学, 金融学, 大四，GPA87.35，雅思6.5"
伦敦大学学院管理学理学硕士,"香港中文大学（深圳）, 会计学, 大四，GPA3.73，雅思7.5，GMAT700"
伦敦大学国王学院新兴经济体与国际发展理学硕士,"广东外语外贸大学, 国际经济与贸易, 大四，GPA87.71，雅思6.5"
谢菲尔德大学管理学理学硕士,"四川农业大学, 工程造价, 工作2年，GPA86.1，雅思6.0"
曼彻斯特大学政治经济学文学硕士,"吉林大学, 英语, 大四，GPA81，雅思7，GMAT660"
谢菲尔德大学信息系统理学硕士,"北京理工大学（985）, 机械工程, 毕业半年，GPA81.13，雅思7.0"
格拉斯哥大学城市规划及房地产开发理学硕士,"中国农业大学, 农业建筑环境与能源工程, 大四，GPA2.81，雅思5.5"
利兹大学国际商务理学硕士,"南京理工大学, 英语, 大四，GPA81.31，雅思6.5"
约克大学管理学理学硕士,"西安电子科技大学, 信息工程, 已毕业，GPA77，雅思6.5"
利兹大学经济学与金融理学硕士,"中国矿业大学, 金融学, 半年工作经验，GPA3.2"
诺丁汉大学国际商务理学硕士,"河北经贸大学, 广播电视新闻学, 9年工作经验，GPA85.96"
伦敦大学皇家霍洛威学院国际管理理学硕士,"怀卡托大学, 金融学, 1年工作经验，GPA3.16"
利兹大学国际商务理学硕士,"吉林大学, 工商管理（国际商务管理）, 大四，GPA81.52，雅思6"
伦敦大学学院工程与商务金融理学硕士,"武汉理工大学, 机械工程, 大四，GPA91.32，雅思6.5"
华威大学金融学理学硕士,"中国人民大学, 金融学, 大四，GPA86.1，雅思7.0，GMAT670"
布里斯托大学金融与投资理学硕士,"南京审计, 审计, 6年工作经验，GPA86.83，雅思6.0"
拉夫堡大学管理学理学硕士,"澳门科技大学, 葡萄牙语, 1年工作经验，GPA2.76，雅思5.5"
华威大学供应链与物流管理理学硕士,"南京信息工程大学, 物流管理, 大四，GPA3.22，雅思6.0"
伦敦大学国王学院金融学（公司金融）理学硕士,"西南财经大学, 财务管理（双语实验班）, 大四，GPA91，雅思7，GMAT730"
谢菲尔德大学东亚商务理学硕士,"扬州大学, 国际商务, 0.5年工作经验，GPA3.1，雅思6"
格拉斯哥大学全球经济理学硕士,"扬州大学, 国际商务, 0.5年工作经验，GPA3.1，雅思6"
埃克塞特大学国际供应链管理理学硕士,"西安电子科技大学, 信息工程, 已毕业，GPA77，雅思6.5"
华威大学商业与金融理学硕士,"苏州大学, 金融学（中外合作办学）, 大四，GPA91，雅思7"
伦敦大学学院金融数学理学硕士,"武汉大学, 数理金融, 大四，GPA3.86，托福103，GRE323"
格拉斯哥大学财务预测与投资理学硕士,"中国人民大学, 金融学, 大四，GPA86.1，雅思7.0，GMAT670"
格拉斯哥大学国际房地产管理理学硕士,"东南大学, 建筑学院建筑学, 大四，GPA88.78，雅思7.5"
谢菲尔德大学房地产规划与发展文学硕士,"东南大学, 建筑学院建筑学, 大四，GPA88.78，雅思7.5"
利兹大学广告和营销文学硕士,"中国海洋大学, 文化产业管理, 2年工作经验，GPA84.3"
伦敦大学玛丽皇后学院投资与金融学理学硕士,"广东外语外贸大学, 汉语言（涉外文化管理）, 大四，GPA3.59，雅思6.0"
华威大学信息系统管理和数字化创新硕士,"吉林大学, 信息管理与信息系统（信息系统）, 大四，GPA89.54，雅思6.5，GRE324"
约克大学金融学理学硕士,"四川大学, 金融学（双语）, 大四，GPA80，雅思6.5"
谢菲尔德大学金融经济学理学硕士,"中国矿业大学, 金融学, 半年工作经验，GPA3.2"
诺丁汉大学商业与管理理学硕士,"湖南师范大学, 国际经济与贸易, 大四，GPA81.04，雅思6.5"
华威大学行为与经济科学（经济学方向）理学硕士,"中央民族大学, 会计学, 一年工作经验，GPA3.81，雅思6.5"
诺丁汉大学物流与供应链管理理学硕士,"重庆大学, 工业工程, 大四，GPA3.28，雅思6.5"
兰卡斯特大学市场营销理学硕士,"沈阳理工大学, 英语, 大四，GPA86"
纽卡斯尔大学国际经济学与金融理学硕士,"上海立信会计金融学院, 国际金融, 大四，GPA84.87"
帝国理工学院金融学与会计理学硕士,"香港中文大学（深圳）, 会计学, 大四，GPA3.73，雅思7.5，GMAT700"
南安普顿大学金融学理学硕士,"南京审计, 审计, 工作5年，GPA86.83，雅思6.0"
利兹大学消费者分析与营销战略理学硕士,"东北师范大学, 金融学, 大四，GPA81.25，雅思6"
伦敦大学玛丽皇后学院投资与金融学理学硕士,"四川大学, 金融学（双语）, 大四，GPA80，雅思6.5"
约克大学商业金融管理理学硕士,"上海立信会计金融学院, 国际金融, 大四，GPA84.87"
诺丁汉大学管理学理学硕士,"四川农业大学, 工程造价, 工作2年，GPA86.1，雅思6.0"
诺丁汉大学商业与管理理学硕士,"上海对外经贸大学, 行政管理, 大四，GPA80.72，雅思7"
利兹大学国际营销管理理学硕士,"上海大学, 金融, 大四，GPA83.7，雅思7，GMAT650"
华威大学经济学理学硕士,"哈尔滨工业大学, 金融专业, 大四，GPA84.38，雅思6.5"
纽卡斯尔大学国际商务管理理学硕士,"浙江农林大学, 园林, 大四，GPA78.6"
约克大学发展经济学与新兴市场理学硕士,"上海立信会计金融学院, 金融学, 大四，GPA80.21"
伦敦政治经济学院管理与战略理学硕士,"武汉大学, 经济学, 大四，GPA3.6，雅思7，GRE319"
华威大学国际贸易、策略与运营理学硕士,"吉林大学, 工商管理（国际商务管理）, 大四，GPA81.52，雅思6"
伯明翰大学人力资源管理理学硕士,"上海大学, 人力资源管理, 大四，GPA83，雅思6.0"
伯明翰大学人力资源管理理学硕士,"戴尔豪斯大学, 金融学, 1年工作经验，GPA3.26"
南安普顿大学市场营销分析理学硕士,"中山大学, 金融, 一年工作经验，GPA2.7"
伦敦大学皇家霍洛威学院物流与供应链管理理学硕士,"戴尔豪斯大学, 供应链与物流管理, 毕业一年，GPA2.69"
诺丁汉大学银行与金融理学硕士,"中国人民大学, 农业经济管理, 毕业1年，GPA3.08，雅思6"
伯明翰大学战略营销与咨询理学硕士,"福州大学, 会计学, 2年工作经验，GPA85.39，雅思6.5"
伦敦大学学院金融数学理学硕士,"北京航空航天大学, 数学与应用数学, 大四，GPA88.2，雅思7.5，GRE326"
利兹大学国际商务理学硕士,"湖南师范大学, 国际经济与贸易, 大四，GPA81.04，雅思6.5"
纽卡斯尔大学国际商务管理理学硕士,"湖南师范大学, 国际经济与贸易, 大四，GPA81.04，雅思6.5"
曼彻斯特大学定量金融学理学硕士,"山东大学, 保险, 大四，GPA87.59，雅思6.5"
诺丁汉大学市场营销理学硕士,"高丽大学, 经营, 大四，GPA92.7，雅思7"
布里斯托大学管理学理学硕士（运营与项目管理 ）,"上海对外经贸大学, 国际商务, 一年工作经验，GPA3.81，雅思7"
华威大学国际贸易、策略与运营理学硕士,"西北农林科技大学, 葡萄酒工程, 已毕业，GPA80，雅思6.5"
南安普顿大学商业分析与管理科学理学硕士,"云南大学, 国际经济与贸易, 大四，GPA84.5，雅思6"
伯明翰大学 国际货币和银行学理学硕士,"中国人民大学, 农业经济管理, 毕业1年，GPA3.08，雅思6"
华威大学供应链与物流管理理学硕士,"北京化工大学, 物流管理, 大四，GPA85.64"
萨塞克斯大学管理理学硕士,"澳门科技大学, 葡萄牙语, 工作2年，GPA2.76，雅思5.5"
伯明翰大学营销理学硕士,"高丽大学, 经营, 大四，GPA92.7，雅思7"
谢菲尔德大学商务金融与经济理学硕士,"东北财经大学, 金融学, 2018毕业，GPA85.57"
利兹大学人力资源管理文学硕士,"上海大学, 人力资源管理, 大四，GPA83，雅思6.0"
萨里大学商业分析理学硕士,"上海立信会计金融学院, 金融学, 大四，GPA80.21"
约克大学项目分析、金融与投资理学硕士,"云南大学,  国际经济与贸易专业, 大四，GPA3.45，雅思5.5"
格拉斯哥大学金融科技理学硕士,"华东师范大学（985）, 金融工程, 大四，GPA3.6，托福88，GRE317"
格拉斯哥大学国际会计与财务管理会计硕士,"江南大学, 金融学, 刚毕业，GPA3.43，雅思6.5"
南安普顿大学会计与管理理学硕士,"长春工业大学, 会计学, 大四，GPA3.26，雅思7，GMAT600"
爱丁堡大学生态经济学理学硕士,"上海立信会计金融学院, 经济学/会计双学位, 大四，GPA88.88"
诺丁汉大学供应链与运营管理理学硕士,"东北财经大学, 管理科学, 大四，GPA85.57"
诺丁汉大学供应链与运营管理理学硕士,"中央财经大学（211）, 物流管理, 工作半年，GPA82.91，雅思7.0"
兰卡斯特大学管理学理学硕士,"湖南师范大学, 国际经济与贸易, 大四，GPA81.04，雅思6.5"
曼彻斯特大学数学金融理学硕士,"山东大学（威海）, 数学+金融, 大四，GPA3.65，雅思6"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"北京林业大学, 商务英语, 大四，GPA89.04，雅思7"
伦敦大学玛丽皇后学院市场营销理学硕士,"浙江农林大学, 园林, 大四，GPA78.6"
曼彻斯特大学数学金融理学硕士,"北京邮电大学, 数学与应用数学, 大四，GPA85.51，托福90，GRE314"
