school,applicant,gpa,gpa_normalized,applicant_school,is_chinese_undergrad,is_985,is_211,is_zhuanke,is_minban,is_heban,is_top_100_qs,fn
南安普顿大学公共管理硕士,"西安交通大学, 行政管理, 大四，GPA81.73，雅思6.5",81.73,-0.5174795000893008,西安交通大学,1,1,1,0,1,0,0,英国_社科_applicants.csv
南安普顿大学全球广告学与品牌创建,"上海视觉艺术学院, 文化产业管理(文化策划与管理方向), 三年工作经验，GPA87.14，无语言成绩",87.14,0.3539173144647235,上海视觉艺术学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
利兹大学社会与公共政策文学硕士,"中国劳动关系学院, 法学, 大四，GPA81，无语言成绩",81.0,-0.6350616950291236,中国劳动关系学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学公共管理硕士,"江汉大学, 历史学, 大四，GPA84.85，雅思6.0",84.85,-0.014936420346500544,江汉大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学教育学理学硕士,"华东交通大学, 软件工程, 三年以上工作经验，GPA77.2，雅思6.0",77.2,-1.247133394715869,华东交通大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
利兹大学社会与公共政策文学硕士,"江汉大学, 历史学, 大四，GPA84.85，雅思6.0",84.85,-0.014936420346500544,江汉大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
伯明翰大学法学硕士,"哈尔滨学院, 法学, 大四，GPA89.69，无语言成绩",89.69,0.764649639254513,哈尔滨学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
格拉斯哥大学心理学研究教育学硕士,"湖南师范大学, 应用心理学, 大四，GPA82，无语言成绩",82.0,-0.47399019511155893,湖南师范大学,1,0,1,0,1,0,0,英国_社科_applicants.csv
格拉斯哥大学应用语言学理学硕士,"江苏师范大学, 翻译, 大四，GPA84.35，无语言成绩",84.35,-0.09547217030528288,江苏师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
利兹大学全球政治经济文学硕士,"广东理工学院, 国际经济与贸易, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,广东理工学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
利兹大学社会、文化与媒体文学硕士,"香港岭南大学, 文化研究数字媒体方向, 大四，GPA3，雅思7.0",80.0,-0.7961331949466882,香港岭南大学,0,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学英语教育/对外英语教学文学硕士,"首都师范大学, 小学教育（英语方向）师范, 大四，GPA87.8，无语言成绩",87.8,0.46022450441031565,首都师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
谢菲尔德大学国际关系与东亚文学硕士,"西安工程大学, 英语, 已毕业，GPA86.01，无语言成绩",86.01,0.1719065195578762,西安工程大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学东亚政治与传媒文学硕士,"西安工程大学, 英语, 已毕业，GPA86.01，无语言成绩",86.01,0.1719065195578762,西安工程大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学对外英语教学文学硕士,"广东技术师范大学, 英语师范, 大四，GPA89，雅思6.5",89.0,0.6535103043113937,广东技术师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
伦敦大学国王学院情报及国际安全文学硕士,"北京语言大学, 国际政治, 大四，GPA88，雅思8.0",88.0,0.49243880439382903,北京语言大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
伦敦大学国王学院女性与儿童健康理学硕士,"杭州师范大学, 健康服务与管理, 大四，GPA85，雅思7.0",85.0,0.00922430464113507,杭州师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
布里斯托大学对外英语教学理学硕士,"南京工业大学, 英语, 大四，GPA91，无语言成绩",91.0,0.9756533041465231,南京工业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
格拉斯哥大学电影策展理学硕士,"南京邮电大学, 广告, 大四，GPA90.19，雅思6.5",90.19,0.8451853892132953,南京邮电大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
约克大学心理健康与健康教育理学硕士,"南开大学滨海学院, 应用心理学, 已毕业，GPA84.16，无语言成绩",84.16,-0.12607575528961978,南开大学滨海学院,1,1,1,0,1,0,0,英国_社科_applicants.csv
伦敦大学国王学院世界历史与文化硕士,"中央民族大学, 历史学, 大四，GPA87.46，雅思6.0",87.46,0.40546019443834314,中央民族大学,1,1,1,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学教育学：语言和教育文学硕士,"江西师范大学, 商务英语, 已毕业，GPA86.45，雅思6.5",86.45,0.2427779795216043,江西师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
南安普顿大学全球传媒管理文学硕士,"上海外国语大学, 网络与新媒体, 大四，GPA84，无语言成绩",84.0,-0.1518471952764296,上海外国语大学,1,0,1,0,1,0,0,英国_社科_applicants.csv
南安普顿大学教育学理学硕士,"首都师范大学, 德语（师范）, 大四，GPA86.5，无语言成绩",86.5,0.25083155451748207,首都师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
纽卡斯尔大学教育:国际视角文学硕士,"重庆师范大学, 酒店管理, 一年工作经验，GPA82.3，免语言成绩",82.3,-0.42566874513629,重庆师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学媒体与公共关系文学硕士,"仲恺农业工程学院, 市场营销, 大四，GPA3.54，雅思6.5",90.8,0.9434390041630096,仲恺农业工程学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学跨文化交际与国际管理文学硕士,"上海杉达学院, 金融学, 大四，GPA83.4，托福105",83.4,-0.24849009522696747,上海杉达学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
谢菲尔德大学国际政治经济学文学硕士,"扬州大学, 金融学, 大四，GPA83.93，雅思6.5，GRE335",83.93,-0.16312220027065802,扬州大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
卡迪夫大学国际商法法学硕士,"中国劳动关系学院, 法学, 大四，GPA81，无语言成绩",81.0,-0.6350616950291236,中国劳动关系学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学国际公共与政治传播文学硕士,"澳门科技大学, 新闻传播学, 大四，GPA81.1，雅思:6.0(L:6.0/R:6.0/W:6.0/S:6.0)",81.1,-0.618954545037368,澳门科技大学,0,0,0,0,0,0,0,英国_社科_applicants.csv
诺丁汉大学应用语言学文学硕士,"淮南师范学院, 英语, 大四，GPA82.2，雅思6.0",82.2,-0.44177589512804555,淮南师范学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
华威大学对外英语教学文学硕士,"广西大学, 英语, 已毕业，GPA85，无语言成绩",85.0,0.00922430464113507,广西大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
曼彻斯特大学安全与国际法律文学硕士,"北京语言大学, 国际政治, 大四，GPA88，雅思8.0",88.0,0.49243880439382903,北京语言大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
威斯敏斯特大学全球媒体文学硕士,"中国传媒大学南广学院, 英语（国际新闻传播）, 大四，GPA87.9，无语言成绩",87.9,0.4763316544020735,中国传媒大学南广学院,1,0,1,0,0,0,0,英国_社科_applicants.csv
诺丁汉大学公共政策文学硕士,"华中农业大学, 地理信息科学, 大四，GPA80.78，雅思6.5",80.78,-0.6704974250109876,华中农业大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
华威大学英语文学文学硕士,"华南农业大学, 英语, 已毕业，GPA89.2，雅思7.5",89.2,0.6857246042949071,华南农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
纽卡斯尔大学口译文学硕士,"南京理工大学, 英语，辅修知识产权, 大四，GPA84.5，雅思7.5",84.5,-0.07131144531764726,南京理工大学,1,1,1,0,1,0,0,英国_社科_applicants.csv
伯明翰大学公共管理理学硕士,"浙江师范大学, 日语, 两年工作经验，GPA91，托福104",91.0,0.9756533041465231,浙江师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
利兹大学社会与公共政策文学硕士,"广东理工学院, 国际经济与贸易, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,广东理工学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
利物浦大学法学硕士,"中国劳动关系学院, 法学, 大四，GPA81，无语言成绩",81.0,-0.6350616950291236,中国劳动关系学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
格拉斯哥大学教育学研究理学硕士,"重庆师范大学, 酒店管理, 一年工作经验，GPA82.3，免语言成绩",82.3,-0.42566874513629,重庆师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
格拉斯哥大学教育学研究理学硕士,"北京体育大学, 体育舞蹈, 一年工作经验，GPA3.41，无语言成绩",88.2,0.5246531043773425,北京体育大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
南安普顿大学国际安全与风险理学硕士,"北京语言大学, 国际政治, 大四，GPA88，无语言成绩",88.0,0.49243880439382903,北京语言大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
格拉斯哥大学教育学研究理学硕士,"江西师范大学, 商务英语, 已毕业，GPA86.45，雅思6.5",86.45,0.2427779795216043,江西师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
伦敦大学玛丽皇后学院心理学：心理健康科学理学硕士,"华东师范大学, 心理学, 三年以上工作经验，GPA76.74，无语言成绩",76.74,-1.32122628467795,华东师范大学,1,1,1,0,0,0,0,英国_社科_applicants.csv
格拉斯哥大学教育学研究理学硕士,"首都师范大学, 小学教育（英语方向）师范, 大四，GPA3.78（88），无语言成绩",95.6,1.7165822037673195,首都师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
布里斯托大学商法法学硕士,"北京航空航天大学, 法学, 大四，GPA84，雅思6.5",84.0,-0.1518471952764296,北京航空航天大学,1,1,1,0,1,0,0,英国_社科_applicants.csv
利兹大学对外英语教学研究文学硕士,"广东技术师范大学, 英语师范, 大四，GPA89，雅思6.5",89.0,0.6535103043113937,广东技术师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
伦敦大学玛丽皇后学院电影文学硕士,"湘潭大学, 广告学, 三年以上工作经验，GPA80，无语言成绩",80.0,-0.7961331949466882,湘潭大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
利兹大学电影研究文学硕士,"南昌航空大学, 新闻学, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,南昌航空大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
利兹大学专业语言和跨文化研究文学硕士,"西南民族大学, 汉语言文学, 已毕业，GPA86.23，无语言成绩",86.23,0.20734224953974026,西南民族大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
利兹大学全球发展文学硕士,"河南师范大学, 国际政治, 三年以上工作经验，GPA81.37，无语言成绩",81.37,-0.575465240059624,河南师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
爱丁堡大学音乐学硕士,"星海音乐学院, 音乐学(理论音乐学、应用音乐学), 大四，GPA3.99，无语言成绩",99.80000000000001,2.393082503421094,星海音乐学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学法学硕士,"哈尔滨学院, 法学, 大四，GPA89.69，无语言成绩",89.69,0.764649639254513,哈尔滨学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
利兹大学国际关系文学硕士,"河南师范大学, 国际政治, 三年以上工作经验，GPA81.37，无语言成绩",81.37,-0.575465240059624,河南师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
格拉斯哥大学艺术史文学硕士,"北方工业大学, 建筑学, 大四，GPA3.87，雅思6.5",97.4,2.006510903618938,北方工业大学,1,1,1,0,0,0,0,英国_社科_applicants.csv
伦敦大学学院公共政策理学硕士,"伦敦大学学院, 教育学, 大四，GPA65.5，免语言成绩",65.5,-3.1316699437513758,伦敦大学学院,0,0,0,0,0,0,1,英国_社科_applicants.csv
格拉斯哥大学影视研究文学硕士,"南昌航空大学, 新闻学, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,南昌航空大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
格拉斯哥大学音乐学音乐硕士,"星海音乐学院, 音乐学(理论音乐学、应用音乐学), 大四，GPA3.99，无语言成绩",99.80000000000001,2.393082503421094,星海音乐学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学国际商法与公司法法学硕士,"青岛大学, 法学, 大四，GPA3.7，无语言成绩",94.0,1.458867803899217,青岛大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学跨文化交际与国际管理文学硕士,"上海杉达学院, 人力资源, 大四，GPA80，雅思6.5",80.0,-0.7961331949466882,上海杉达学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
诺丁汉大学文化产业与企业创业理学硕士,"西安工程大学, 英语, 已毕业，GPA86.01，无语言成绩",86.01,0.1719065195578762,西安工程大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学教育学理学硕士,"江西师范大学, 商务英语, 已毕业，GPA86.45，雅思6.5",86.45,0.2427779795216043,江西师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
纽卡斯尔大学媒体与公共关系文学硕士,"天津外国语大学, 俄语, 大四，GPA77，无语言成绩",77.0,-1.2793476946993823,天津外国语大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
伯明翰大学全球公共政策文学硕士,"河南师范大学, 国际政治, 三年以上工作经验，GPA81.37，无语言成绩",81.37,-0.575465240059624,河南师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
布里斯托大学流行病学理学硕士,"上海中医药大学, 预防医学, 大四，GPA3.34，无语言成绩",86.8,0.299153004492751,上海中医药大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
埃克塞特大学法学硕士,"哈尔滨学院, 法学, 大四，GPA89.69，无语言成绩",89.69,0.764649639254513,哈尔滨学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学电影与文化管理文学硕士,"南昌航空大学, 新闻学, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,南昌航空大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
布里斯托大学音乐学文学硕士,"星海音乐学院, 音乐学(理论音乐学、应用音乐学), 大四，GPA3.99，无语言成绩",99.80000000000001,2.393082503421094,星海音乐学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
布里斯托大学比较文学和文化文学硕士,"华南农业大学, 英语, 已毕业，GPA89.2，雅思7.5",89.2,0.6857246042949071,华南农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
格拉斯哥大学对外英语教学理学硕士,"北京理工大学, 英语, 大四，GPA83，雅思7.0",83.0,-0.31291869519399423,北京理工大学,1,1,1,0,1,0,0,英国_社科_applicants.csv
爱丁堡大学全球健康政策理学硕士,"上海中医药大学, 预防医学, 大四，GPA3.34，无语言成绩",86.8,0.299153004492751,上海中医药大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
伦敦大学玛丽皇后学院电影文学硕士,"南昌航空大学, 新闻学, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,南昌航空大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
格拉斯哥大学企业和金融法法学硕士,"中国劳动关系学院, 法学, 大四，GPA81，无语言成绩",81.0,-0.6350616950291236,中国劳动关系学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学全球文学产业管理文学硕士,"天津外国语大学, 俄语, 大四，GPA77，无语言成绩",77.0,-1.2793476946993823,天津外国语大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
约克大学对外英语教学文学硕士,"华南农业大学珠江学院, 英语, 已毕业，GPA81，无语言成绩",81.0,-0.6350616950291236,华南农业大学珠江学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
南安普顿大学全球广告学与品牌创建,"仲恺农业工程学院, 市场营销, 大四，GPA3.54，雅思6.5",90.8,0.9434390041630096,仲恺农业工程学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学全球新闻学文学硕士,"上海外国语大学, 日语+英语新闻, 大四，GPA3.2，无语言成绩",84.0,-0.1518471952764296,上海外国语大学,1,0,1,0,1,0,0,英国_社科_applicants.csv
南安普顿大学英语教育/对外英语教学文学硕士,"广东技术师范大学, 英语师范, 大四，GPA89，雅思6.5",89.0,0.6535103043113937,广东技术师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学全球广告学与品牌创建,"湖南工业大学, 广告, 已毕业，GPA84.5，无语言成绩",84.5,-0.07131144531764726,湖南工业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
约克大学社会媒体与管理理学硕士,"湖南工业大学, 广告, 已毕业，GPA84.5，无语言成绩",84.5,-0.07131144531764726,湖南工业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
南安普顿大学全球文学产业管理文学硕士,"西南民族大学, 汉语言文学, 已毕业，GPA86.23，无语言成绩",86.23,0.20734224953974026,西南民族大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学英语教育/对外英语教学文学硕士,"江苏师范大学, 英语(师范), 大四，GPA87，无语言成绩",87.0,0.3313673044762644,江苏师范大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
诺丁汉大学法学硕士,"广东金融学院, 法学, 大四，GPA3.38，无语言成绩",87.6,0.42801020442680227,广东金融学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学全球广告学与品牌创建,"上海第二工业大学, 公共关系学, 已毕业，GPA84，无语言成绩",84.0,-0.1518471952764296,上海第二工业大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学全球广告学与品牌创建,"西交利物浦大学, 传播学, 大四，GPA3.67，雅思7.0",93.4,1.3622249039486791,西交利物浦大学,1,0,0,0,0,1,0,英国_社科_applicants.csv
南安普顿大学全球广告学与品牌创建,"闽江学院, 广告学, 已毕业，GPA82.56，无语言成绩",82.56,-0.38379015515772236,闽江学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学全球新闻学文学硕士,"中山大学, 汉语言文学, 已毕业，GPA3.3，雅思6.5",86.0,0.17029580455869972,中山大学,1,1,1,0,0,0,0,英国_社科_applicants.csv
南安普顿大学全球广告学与品牌创建,"北京工业大学, 广告学, 大四，GPA86.17，雅思6.5",86.17,0.197677959544686,北京工业大学,1,1,1,0,1,0,0,英国_社科_applicants.csv
纽卡斯尔大学国际政治经济学文学硕士,"广东理工学院, 国际经济与贸易, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,广东理工学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
诺丁汉大学法学硕士,"哈尔滨学院, 法学, 大四，GPA89.69，无语言成绩",89.69,0.764649639254513,哈尔滨学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学音乐学文学硕士,"星海音乐学院, 音乐学(理论音乐学、应用音乐学), 大四，GPA3.99，无语言成绩",99.80000000000001,2.393082503421094,星海音乐学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
南安普顿大学公共管理硕士,"沈阳体育学院, 公共事业管理, 大四，GPA88，无语言成绩",88.0,0.49243880439382903,沈阳体育学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学媒体与公共关系文学硕士,"湖南工业大学, 广告, 已毕业，GPA84.5，无语言成绩",84.5,-0.07131144531764726,湖南工业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
威斯敏斯特大学媒体与发展文学硕士,"四川电影电视学院, 播音与主持艺术, 已毕业，GPA78.11，无语言成绩",78.11,-1.1005583297908856,四川电影电视学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
利兹大学社会与公共政策文学硕士,"沈阳体育学院, 公共事业管理, 大四，GPA88，无语言成绩",88.0,0.49243880439382903,沈阳体育学院,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学国际政治经济学文学硕士,"上海外国语大学贤达经济人文学院, 金融学, 两年工作经验，GPA80，无语言成绩",80.0,-0.7961331949466882,上海外国语大学贤达经济人文学院,1,0,1,0,1,0,0,英国_社科_applicants.csv
南安普顿大学教育学理学硕士,"海南大学, 人文地理, 大四，GPA89，雅思7.0",89.0,0.6535103043113937,海南大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
威斯敏斯特大学社交媒体与数字传播硕士,"四川电影电视学院, 播音与主持艺术, 已毕业，GPA78.11，无语言成绩",78.11,-1.1005583297908856,四川电影电视学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
格拉斯哥大学政治传播学理学硕士,"河南师范大学, 国际政治, 三年以上工作经验，GPA81.37，无语言成绩",81.37,-0.575465240059624,河南师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学数字文化与传播硕士,"上海第二工业大学, 公共关系学, 已毕业，GPA84.3，无",84.3,-0.10352574530116065,上海第二工业大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
格拉斯哥大学政治传播学理学硕士,"上海理工大学, 商务英语, 已毕业，GPA88.8，雅思7.0",88.8,0.6212960043278803,上海理工大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
利兹大学社会、文化与媒体文学硕士,"上海第二工业大学, 公共关系学, 已毕业，GPA84，无语言成绩",84.0,-0.1518471952764296,上海第二工业大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
利兹大学社会与公共政策文学硕士,"上海第二工业大学, 公共关系学, 已毕业，GPA82，无语言成绩",82.0,-0.47399019511155893,上海第二工业大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学电影理论与实践文学硕士,"四川大学锦城学院, 网络与新媒体, 大四，GPA79.86，托福107",79.86,-0.8186832049351473,四川大学锦城学院,1,1,1,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学媒体与公共关系文学硕士,"四川大学锦城学院, 网络与新媒体, 大四，GPA79.86，托福108",79.86,-0.8186832049351473,四川大学锦城学院,1,1,1,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学媒体与公共关系文学硕士,"河南师范大学, 国际政治, 三年以上工作经验，GPA81.37，无语言成绩",81.37,-0.575465240059624,河南师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学电影理论与实践文学硕士,"南昌航空大学, 新闻学, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,南昌航空大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
诺丁汉大学公共政策文学硕士,"广东理工学院, 国际经济与贸易, 大四，GPA84.7，无语言成绩",84.7,-0.03909714533413387,广东理工学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
谢菲尔德大学创意和文化产业管理理学硕士,"香港岭南大学, 文化研究数字媒体方向, 大四，GPA3，雅思7.0",80.0,-0.7961331949466882,香港岭南大学,0,0,0,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学东亚政治与传媒文学硕士,"河南师范大学, 国际政治, 三年以上工作经验，GPA81.37，无语言成绩",81.37,-0.575465240059624,河南师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
诺丁汉大学应用语言学与英语教学文学硕士,"广东技术师范大学, 英语师范, 大四，GPA89，雅思6.5",89.0,0.6535103043113937,广东技术师范大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
卡迪夫大学建筑设计文学硕士,"青岛农业大学, 建筑学, 大四，GPA3.13，雅思5.5",82.6,-0.37734729516102106,青岛农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
诺丁汉大学对外汉语教学文学硕士,"中国传媒大学南广学院, 汉语国际教育, 一年工作经验，GPA3.77，雅思6.5",95.39999999999999,1.6843679037838062,中国传媒大学南广学院,1,0,1,0,0,0,0,英国_社科_applicants.csv
爱丁堡大学语言和跨文化交流理学硕士,"北京工业大学, 英语, 已毕业，GPA87.98，雅思7",87.98,0.4892173743954784,北京工业大学,1,1,1,0,1,0,0,英国_社科_applicants.csv
爱丁堡大学对外英语教学理学硕士,"南京师范大学, 英语, 大四，GPA4.1，雅思7.5",102.0,2.7474398032397342,南京师范大学,1,0,1,0,1,0,0,英国_社科_applicants.csv
利兹大学国际新闻学文学硕士,"北京大学, 新闻学, 大四，GPA80，雅思7.0",80.0,-0.7961331949466882,北京大学,1,1,1,0,0,0,0,英国_社科_applicants.csv
利兹大学传播与媒体文学硕士,"澳门科技大学, 传播, 大四，GPA3.5，雅思6.0",90.0,0.8145818042289584,澳门科技大学,0,0,0,0,0,0,0,英国_社科_applicants.csv
伦敦大学国王学院数字资产与媒体管理文学硕士,"兰州大学, 广告学, 大四，GPA88，雅思6.5",88.0,0.49243880439382903,兰州大学,1,1,1,0,0,0,0,英国_社科_applicants.csv
爱丁堡大学医学人类学理学硕士,"中国药科大学, 英语（医药方向）, 大四，GPA3.23，无语言成绩",84.60000000000001,-0.05520429532588942,中国药科大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
纽卡斯尔大学法学硕士,"东北农业大学, 社会工作, 大四，GPA80，雅思6.0",80.0,-0.7961331949466882,东北农业大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
伦敦大学国王学院国际政治经济学文学硕士,"华南师范大学, 金融学, 大四，GPA3.1，雅思6.5",82.0,-0.47399019511155893,华南师范大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
华威大学医学生物技术与商业管理理学硕士,"中国药科大学, 英语（医药方向）, 大四，GPA3.23，无语言成绩",84.60000000000001,-0.05520429532588942,中国药科大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
伦敦大学国王学院国际政治经济学文学硕士,"西南财经大学, 会计学, 一年工作经验，GPA86.5，托福108，GRE334",86.5,0.25083155451748207,西南财经大学,1,0,1,0,1,0,0,英国_社科_applicants.csv
华威大学社会学文学硕士,"东南大学, 社会学, 大四，GPA84.26，雅思7.0",84.26,-0.10996860529786195,东南大学,1,1,1,0,1,0,0,英国_社科_applicants.csv
南安普顿大学国际商法与公司法法学硕士,"东北农业大学, 社会工作, 大四，GPA80，雅思6.0",80.0,-0.7961331949466882,东北农业大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学公司法和商法法学硕士,"东北农业大学, 社会工作, 大四，GPA80，雅思6.0",80.0,-0.7961331949466882,东北农业大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
卡迪夫大学社会科学研究方法理学硕士（国际关系）,"广州商学院, 金融学, 大四，GPA84",84.0,-0.1518471952764296,广州商学院,1,0,0,0,1,0,0,英国_社科_applicants.csv
华威大学艺术、企业与发展文学硕士,"北京化工大学, 产品设计, 已毕业，GPA84.79，无语言成绩",84.79,-0.024600710341552503,北京化工大学,1,0,1,0,0,0,0,英国_社科_applicants.csv
谢菲尔德大学可持续发展建筑学理学硕士,"青岛农业大学, 建筑学, 大四，GPA3.13，雅思5.5",82.6,-0.37734729516102106,青岛农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
纽卡斯尔大学城市设计文学硕士,"青岛农业大学, 建筑学, 大四，GPA3.13，雅思5.5",82.6,-0.37734729516102106,青岛农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
布里斯托大学法学硕士（劳动法与公司治理）,"华东政法大学, 法学(经济法), 大四，GPA83.36，雅思6.5",83.36,-0.25493295522367104,华东政法大学,1,0,0,0,0,0,0,英国_社科_applicants.csv
利兹大学可持续城市理学硕士,"青岛农业大学, 建筑学, 大四，GPA3.13，雅思5.5",82.6,-0.37734729516102106,青岛农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
诺丁汉大学可持续城市设计建筑学硕士,"青岛农业大学, 建筑学, 大四，GPA3.13，雅思5.5",82.6,-0.37734729516102106,青岛农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
诺丁汉大学建筑设计建筑学硕士,"青岛农业大学, 建筑学, 大四，GPA3.13，雅思5.5",82.6,-0.37734729516102106,青岛农业大学,1,0,0,0,1,0,0,英国_社科_applicants.csv
