en_name,ch_name,url,ranking,area,tofel,ielts,gmat,gre,tofel_sub,ielts_sub,gmat_sub,gre_sub,curriculum,area_1,area_ranking,entrance_time,project_length,tuition,region
MSc Nutrition,利兹大学营养学理学硕士,/majr_51100,QS排名：86,理科 生物,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"饮食与心血管健康, 食品加工对食品营养质量的影响, 研究项目, 营养：政策与实践, 肥胖和二十一世纪的个性化营养, 应用营养流行病学, 生命历程中的营养学",生物,15,9月,1年,29000英镑 /年,Britain
"MSc Polymers, Colorants and Fine Chemicals",利兹大学聚合物、着色剂与精细化学品理学硕士,/majr_51102,QS排名：86,理科 化学,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"扩展实验室项目, 高级色彩科学, 聚合物合成与应用, 色彩应用技术, 实用技能与仪器分析, 化学高级专题, 食物的物理方面, 胶体与乳品科学, 食品质量保证与控制",化学,14,9月,1年,28000英镑 /年,Britain
MSc Statistics,利兹大学统计学理学硕士,/majr_51103,QS排名：86,理科 数学,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"独立学习和技能项目, 统计计算, 统计学论文, 临床试验导论, 健康数据科学导论, 健康数据分析高阶技巧, 观测数据因果推理建模策略, 潜变量方法, 数学生物学, 进化模型, 线性回归与鲁棒性, 统计理论, 随机金融模型, 多变量分析, 时间序列",数学,15,9月,1年,26500英镑 /年,Britain
MA Arts Management and Heritage Studies,利兹大学艺术管理与遗产研究文学硕士,/majr_51104,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"高级研究技能1, 高级研究技能2, 解读, 关键问题, 艺术管理和文化领导, 盎格鲁撒克逊时期英国的艺术, 人类学、艺术与表现, 政策、组织和实践, 环境安置：政策、组织和实践, 创新探究、沟通与学习, 创意作品, 绩效与协同企业, 观众参与度和影响力",其他社科,14,9月,1年,22750英镑 /年,Britain
MA Critical and Cultural Theory,利兹大学批判与文化理论文学硕士,/majr_51107,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"文化理论, 高级研究技能1, 高级研究技能2, 文化史, 文化研究论文写作, 德里达和解构主义, 未完成的事业：创伤、文化记忆和大屠杀, 美学与政治, 盎格鲁-撒克逊时期英格兰的艺术, 后殖民主义英国的起源, 人性、动物性和全球性, 个人定向研究",其他社科,14,9月,1年,22250英镑 /年,Britain
"MA Culture, Creativity and Entrepreneurship",利兹大学文化、创造力与企业创业文学硕士,/majr_51108,QS排名：86,社科 文化,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"研究项目, 理论视角：文化、创造力与创业精神, 个人项目, 创造性工作, 业绩和协作企业, 艺术管理和文化领导力, 文化政策, 地方文化的批判性议题, 企业和咨询实践, 受众参与度与影响, 文化政策",文化,14,9月,1年,24250英镑 /年,Britain
MA Design,利兹大学设计文学硕士,/majr_51109,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"数字设计实践, 设计研究方法, 设计思维, 设计原理与应用, 设计研究与整合, 信息和教学设计, 数字和交互设计解决方案, 服务设计创新, 图形和排版设计, 色彩设计",其他社科,14,9月,1年,27500英镑 /年,Britain
MA International Journalism,利兹大学国际新闻学文学硕士,/majr_51111,QS排名：86,社科 新闻,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"论文与研究方法, 新闻理论与研究, 新闻实践与政策, 女权主义、身份和媒体, 了解观众, 媒体与民主化：全球视角, 政治传播中的关键词, 媒体、文化与全球化, 传播与舆论, 传播与发展, 宣传传播的文化史, 修辞与演讲, 身份和文化, 研究媒体中的不平等现象, 真人秀：真实还是虚构",新闻,14,9月,1年,24750英镑 /年,Britain
MSc Biodiversity and Conservation with African Field Course,利兹大学生物多样性与保护理学硕士（含非洲现场研究课程）,/majr_61517,QS排名：86,理科 生物,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"生物多样性和保护技能1, 生物多样性和保护技能2, 非洲野外生态学, 暑期项目, 群落生态学, 保护遗传学, 高级统计学, 栖息地管理, 种群动态, 国民托管组织保护实践, 植物识别, 昆虫识别技能, 保护技能",生物,15,9月,1年,30000英镑 /年,Britain
MSc Biopharmaceutical Development,利兹大学生物医药开发理学硕士,/majr_61518,QS排名：86,理科 生物,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"生物医药开发途径, 生物制药药物发现与非临床试验, 生物药物制造, 生物制药发展：临床, 生物医药产品商业化, 综合药物开发计划, 管理环境的实用技能, 生物科学理学硕士研究项目",生物,15,9月,1年,30000英镑 /年,Britain
"MSc Security, Conflict and Justice",利兹大学安全、冲突与正义理学硕士,/majr_61531,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"安全、冲突和正义的新领域, 犯罪、安全和正义研究, 安全与司法, 安全与正义论文, 刑事司法过程, 全球化和犯罪, 跨国公司治理, 国际人权, 全球治理：法律, 性别、全球化与发展, 全球正义, 认识社会和文化, 权力、批判和全球转型, 不平等：探索原因、后果和干预措施",其他社科,14,9月,1年,24000英镑 /年,Britain
MSc Physics,利兹大学物理学理学硕士,/majr_61538,QS排名：86,理科 物理,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"高级文献综述, 物理学最新研究专题, 心血管医学成像, 数字x射线和x射线计算机断层扫描, 磁共振成象, 超声成像, 放射性核素显像, 医学图像分析, 数字X线摄影和X射线计算断层照相, 宇宙论, 光子学, 分子模拟:理论与实践",物理,16,9月,1年,28000英镑 /年,Britain
MA Art Gallery and Museum Studies,利兹大学美术馆与博物馆研究文学硕士,/majr_61539,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"高级研究技能1, 高级研究技能2, 讲解, 关键问题, 历史与博物馆：表征、叙述与记忆, 犹太博物馆与文化差异的展示, 未竟事业：创伤、文化记忆与大屠杀, 电影、移民和侨民, 档案中的冒险, 遭遇：盎格鲁撒克逊英格兰的艺术与纠葛, 人类学、艺术与表现, 人性、动物性和全球性, 创新探究、沟通与学习",其他社科,14,9月,1年,22750英镑 /年,Britain
"MA Film, Photography and Media",利兹大学电影、摄影与媒体文学硕士,/majr_61542,QS排名：86,社科 影视,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"当代摄影文化, 动画和摄影, 女权主义、身份和媒体, 国际电影产业, 媒体与民主化：全球视角, 论文和研究方法, 传播和发展, 宣传传播文化史, 期末独立项目, 修辞和公开演讲, 跨文化商业管理, 文化政策, 影视写作, 研究媒体中的不平等现象",影视,14,9月,1年,24750英镑 /年,Britain
MA Biomedical and Healthcare Ethics,利兹大学生物医学与医疗保健伦理学文学硕士,/majr_62079,QS排名：86,理科 生物,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"理性、美德与义务, 良心、守则和职业问题, 自主权、合理性和精神病学议题, 分配正义与医疗资源缺乏, 医疗保健伦理学当前发展, 医疗保健伦理学论文写作, 生命之初的伦理问题, 临终伦理问题",生物,15,9月,1年,22250英镑 /年,Britain
MA War and Strategy,利兹大学战争与策略文学硕士,/majr_62080,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"历史研究方法, 战争史, 创造历史：档案合作, 近代欧洲早期的秘密与间谍活动, 战时外交个案研究, 十九世纪和二十世纪的医学和战争, 保卫国家：法国革命时期的英国和拿破仑战争、1793至1815, 叛乱和平叛, 西班牙国家的脆弱性：身份、冲突和抵抗，1808-1939年, 十字军东征战争（1095-120）",其他社科,14,9月,1年,22250英镑 /年,Britain
MA Music and Management,利兹大学音乐与管理文学硕士,/majr_62363,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"创意产业管理, 音乐与管理项目, 现场音乐管理与推广, 个人项目, 论文, 器乐或声乐独奏, 观众参与度和影响力, 当代唱片业, 批判性探究、交流与学习",其他社科,14,9月,1年,27250英镑 /年,Britain
MSc Chemistry,利兹大学化学理学硕士,/majr_62987,QS排名：86,理科 化学,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"化学理学硕士课程扩展实验室项目, 化学高级课题, 实用技能和仪器分析, 生物材料及应用, 聚合物的合成、自组装和性能, 纳米材料的性质与应用, 高级颜色科学, 聚合物的合成与应用, 色彩应用技术, 胶体与乳品科学, 食物成分的结构与功能, 食物分析法, 软物质物理学：液晶, 软物质物理学:聚合物、胶体和玻璃",化学,14,9月,1年,28000英镑 /年,Britain
MA Film Studies,利兹大学电影研究文学硕士,/majr_62998,QS排名：86,社科 影视,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"电影艺术与工业, 独立项目, 国际东亚影视, 你来自哪里自我，家庭，故事, 后殖民主义、动物与环境, 个人项目, 文化和地域的批判性辩论, 全球背景下的创意经济, 艺术与行动主义, 影视编剧",影视,14,9月,1年,23250英镑 /年,Britain
MSc Urban Data Science and Analytics,利兹大学城市数据科学与分析理学硕士,/majr_65821,QS排名：86,理科 数据科学,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"数据科学编程, 分析城市, 城市政策应用数据科学, 城市问题创意编码, 城市数据科学项目, 城市数据科学, 地理数据可视化与分析, 区域人口统计特征与邻体分析, 交通科学数据",数据科学,14,9月,1年,27750英镑 /年,Britain
MA Applied Theatre and Intervention,利兹大学应用戏剧与干预文学硕士,/majr_66251,QS排名：86,社科 文化,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"独立研究项目, 应用戏剧实践, 应用戏剧中的批判性概念与干预, 参与现代城市：公民研究者, 个人项目, 创造性工作, 表演与协作企业, 观众参与度和影响力, 文化参与和参与文化, 艺术与行动主义, 流行表演：从音乐厅到综艺电视, 文化政策与文化政治, 服饰身体：表演、表演与政治",文化,14,9月,1年,22250英镑/年,Britain
"MA Audiences, Engagement, Participation",利兹大学观众与参与文学硕士,/majr_66254,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"独立研究项目, 观众参与度和影响力, 文化参与和参与文化, 创造性探究、交流与学习, 参与现代城市：公民研究者, 个人项目, 创造性工作, 绩效与协作企业, 艺术管理与文化领导, 文化与场所的批判性辩论, 创意与创新管理, 全球化背景下的创意经济, 艺术与行动主义",其他社科,14,9月,1年,22250英镑/年,Britain
MA Creative Writing,利兹大学创意写作文学硕士,/majr_66255,QS排名：86,社科 文化,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"研究项目, 写作身份：批评、创造力、实践, 你从哪里来的自我、家庭、故事, 感觉时间, 幻觉的魔力, 战争、哀悼、记忆：1914-1939",文化,14,9月,1年,22750英镑/年,Britain
MA Critical and Applied Musicology,利兹大学批判与应用音乐学文学硕士,/majr_66256,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"音乐学问题, 论文, 美学理论, 短篇论文, 个人项目, 成分研究, 器乐或声乐独奏会, 应用性能研究, 现在的唱片业, 音乐应用心理学个案研究",其他社科,14,9月,1年,24000英镑/年,Britain
MA Fine Art,利兹大学美术学文学硕士,/majr_66259,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"展览, 高级研究技能, 美术硕士论文, 工作室实践, 德里达与解构主义, 阅读性差异, 犹太博物馆与文化差异的展示, 中世纪艺术的边缘, 未完的事业：创伤、文化记忆与大屠杀, 电影、移民和散居者, 美学与政治, 交叉实践：对当代艺术与遗产交叉的质疑, 档案中的冒险, 后殖民女性主义, 遭遇：英国盎格鲁撒克逊的艺术与纠葛",其他社科,14,9月,1年,22250英镑/年,Britain
MA Music and Wellbeing,利兹大学音乐与幸福感文学硕士,/majr_66265,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"论文, 音乐、幸福及其评价, 应用专业实践, 实证研究方法, 创造性探究、交流与学习, 短篇论文, 个人项目, 国际研究项目, 器乐或声乐独奏会, 现在的唱片业, 音乐应用心理学个案研究, 艺术管理与文化领导, 专业实践：艺术募捐与慈善",其他社科,14,9月,1年,24000英镑/年,Britain
MA Postcolonial Literary and Cultural Studies,利兹大学后殖民文学与文化研究文学硕士,/majr_66266,QS排名：86,社科 文化,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"研究项目, 加勒比海和英国黑人作品, 心灵的非洲, 后殖民主义、动物与环境",文化,14,9月,1年,22750英镑/年,Britain
MMus Critical and Experimental Composition,利兹大学批判与实验作曲音乐硕士,/majr_66270,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"作曲研究, 原创作品组合, 美学理论, 个人项目, 音乐学问题, 短篇论文, 器乐或声乐独奏会, 应用表演研究, 电子计算机音乐实习, 电子和计算机音乐环境, 音乐应用心理学个案研究, 观众参与度和影响力, 应用研究方法, 创造性探究、交流与学习, 现在的唱片业",其他社科,14,9月,1年,24000英镑/年,Britain
MMus Performance,利兹大学表演音乐硕士,/majr_66271,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"研究表演, 协奏曲/歌曲循环/延伸作品, 器乐或声乐独奏会, 音乐学问题, 短篇论文, 个人项目, 作曲研究, 器乐或声乐独奏会, 应用表演研究, 美学理论, 现在的唱片业, 音乐应用心理学个案研究",其他社科,14,9月,1年,24000英镑/年,Britain
MSc Sport and Exercise Medicine,利兹大学体育与运动医学理学硕士,/majr_66285,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"功能运动解剖学与临床评价, 肌肉骨骼医学与运动损伤, 运动与运动医学从业者1, 运动生理、健康与运动营养, 体育活动、健康和运动处方, 运动与运动医学从业者2, 项目工作和论文",其他社科,14,9月,1年,27000英镑/年,Britain
MSc Sustainable Food Systems,利兹大学可持续粮食系统理学硕士,/majr_66286,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"可持续食物系统简介, 可持续粮食系统的技能, 可持续粮食生产, 可持续食品消费, 可持续食品供应链和贸易, 食品系统实地考察, 食品系统研究项目",其他社科,14,9月,1年,27250英镑 /年,Britain
MSc Textile Sustainability and Innovation,利兹大学纺织可持续发展与创新理学硕士,/majr_66287,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"研究论文, 纺织服装设计技术, 可持续发展与时尚, 可持续创新和制造业, 纺织产品设计、创新与发展, 工业用纺织品和非织造布, 时尚产业分析, 颜色：零售预测, 保健材料和产品, 数字设计与印刷",其他社科,14,9月,1年,27500英镑 /年,Britain
MA Performance Design,利兹大学表演设计文学硕士,/majr_66288,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"独立研究项目, 表演设计实践, 表演设计中的关键概念, 参与现代城市：公民研究者, 个人项目, 创造性工作, 绩效与协作企业, 观众参与度和影响力, 艺术与行动主义, 流行表演：从音乐厅到综艺电视, 服饰身体：表演、表演与政治",其他社科,14,9月,1年,22250英镑/年,Britain
MA Global Performance and Cultural Industries,利兹大学全球表演与文化产业文学硕士,/majr_66289,QS排名：86,社科 其他社科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"独立研究项目, 全球化背景下的创意经济, 全球表演展望, 个人项目, 创造性工作, 绩效与协作企业, 文化政策, 观众参与度和影响力, 艺术与行动主义, 流行表演：从音乐厅到综艺电视, 服饰身体：表演、表演与政治",其他社科,14,9月,1年,24250英镑/年,Britain
MSc Drug Discovery and Development,利兹大学药物发现与开发理学硕士,/majr_67649,QS排名：86,理科 化学,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"药物发现与开发, 医药产品商业化, 医药发展:临床, 药物发现基础, 现代药物发现, 有机化学, 人体生理学, 药理学, 伦理学, 分子生物学, 药物化学, 实用重组DNA技术, 动物模型在临床前发展中的应用, 基于结构的药物发现",化学,14,9月,1年,30000英镑/年,Britain
MSc Global Conservation Science,利兹大学全球保护科学理学硕士,/majr_67650,QS排名：86,理科 生物,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"群落生态学, 地理信息系统概论, 保护项目管理, 保护研究方法, 保护决策科学, 合理可持续性, 全球变化生态学, 环境经济学与政策",生物,15,9月,1年,28000英镑/年,Britain
MA Digital Design Futures,利兹大学数字设计未来文学硕士,/majr_72352,QS排名：86,工科 其他工科,88,6.5,,,L:19 | R:20 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"设计研究方法, 设计构想, 为沉浸感和参与感而设计, 体验式实践, 专业项目",其他工科,15,9月,1年,27500英镑/年,Britain
MS in Quantitative and Computational Finance,佐治亚理工学院定量和计算金融硕士,/majr_65685,QS排名：88,商科 金工金数,95,7,/,/,小分19,"R6.5,L6.5,S6.5,W5.5",/,/,,金工金数,15,春季/秋季,1-1.5年,61260 美元,US
MS in Computer Science,佐治亚理工学院计算机科学硕士,/majr_65779,QS排名：88,工科 计算机,100,7.5,/,/,/,"R6.5,L6.5,S6.5,W5.5",/,"V153,Q155,W3.0",,计算机,15,秋季,30学分,18948美元/学期,US
Master of Science in Computational Science and Engineering,佐治亚理工学院计算机科学与工程硕士,/majr_65780,QS排名：88,工科 计算机,100,7.5,/,/,/,"R6.5,L6.5,S6.5,W5.5",/,"V153,Q155,W3.0",,计算机,15,秋季,30学分,18948美元/学期,US
M.S.in Electrical and Computer Engineering,佐治亚理工学院电气与计算机工程硕士,/majr_65801,QS排名：88,工科 电气电子,90,7,/,/,小分19,"R&L&S6.5,W5.5",/,/,,电气电子,15,秋季,30学分,1679美元/学分,US
M.S.in Mechanical Engineering,佐治亚理工学院机械工程理学硕士,/majr_71834,QS排名：88,工科 机械工程,90,7,/,/,"L19,S19,R19,W19","R6.5,S6.5,L6.5,W5.5",/,Q155,,机械工程,15,春季/秋季,1年,1215美元/学分,US
Master of Science in Materials Science and Engineering,佐治亚理工学院材料科学与工程理学硕士,/majr_71892,QS排名：88,工科 材料,100,7,/,/,"L19,R19,W19,S26","L6.5,S6.5,R6.5,W5.5",/,/,,材料,15,秋季/春季,30学分,1215美元/学分,US
MS in Chemical Engineering,佐治亚理工学院化学工程理学硕士,/majr_71791,QS排名：88,工科 化工,90,7,/,/,19,"L6.5,R6.5,S6.5,W5.5",/,/,,化工,15,秋季,31学分,1215美元/学分,US
MS in Bioengineering,佐治亚理工学院生物工程理学硕士,/majr_71758,QS排名：88,工科 生物工程,90,7,/,/,19,"L6.5,R6.5,S6.5,W5.5",/,/,,生物工程,15,秋季,30学分,1215美元/学时,US
MS in Biomedical Engineering - GT only,佐治亚理工学院生物医学工程理学硕士,/majr_72043,QS排名：88,工科 生物工程,90,7,/,/,19,"R6.5, L6.5, S6.5, W5.5",/,/,,生物工程,15,"秋季
",1-2年,15667美元/学期,US
MS Civil  Engineering,佐治亚理工学院土木工程理学硕士,/majr_71963,QS排名：88,工科 土木工程,90,7,/,/,19,"R6.5,L6.5,S6.5,W5.5",/,/,,土木工程,15,秋季/春季,30学分,29140美元/学年,US
M.S.in Environmental Engineering,佐治亚理工学院环境工程理学硕士,/majr_71944,QS排名：88,工科 环境工程,90,7,/,/,19,"R6.5,L6.5,S6.5,W5.5",/,量化最低：155,,环境工程,15,秋季/春季,30学分,14570美元/学期（不包含学杂费）,US
Master's in Analytics,佐治亚理工学院分析学硕士,/majr_65751,QS排名：88,理科 数据科学,100,7,/,/,小分19,"R6.5,L6.5,S6.5,W5.5",/,/,,数据科学,15,秋季,1年,66564美元,US
MS in Statistics,佐治亚理工学院统计学硕士,/majr_67227,QS排名：88,理科 数学,90,7,/,/,19,"R6.5,L6.5,S6.5,W5.5",/,/,,数学,15,秋季,12个月,46998美元/年,US
MS in Operations Research,佐治亚理工学院运筹学理学硕士,/majr_72123,QS排名：88,理科 数学,90,7,/,/,19,"W5.5,S6.5,L6.5,R6.5",/,/,,数学,15,秋季,12-16个月,1215美元/学分,US
Master of Applied Finance,西澳大学应用金融学硕士,/majr_54339,QS排名：90,商科 金融,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"财务会计学导论, 商业经济学：应用与政策, 数据分析与决策, 应用专业商业沟通, 金融市场经济学, 金融学导论, 风险管理与金融工具, 金融定量方法, 财务报表分析与企业估值, 贸易与市场, 资本市场, 国际金融分析, 投资, 公司金融, 资金管理",金融,7,2/7月,2年,46000澳元/年,Australia
Master of Information Technology,西澳大学信息技术硕士,/majr_54337,QS排名：90,工科 计算机,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"问题解决与编程, 关系数据库管理系统, 开源工具与脚本, 软件测试与质量保证, 软件过程, 云计算, 物联网, 项目管理与工程实践, 软件工程设计项目, 数据科学导论, 软件需求与设计, 数据仓库, 敏捷网络开发, 高性能计算, 数字与嵌入式系统",计算机,8,2/7月,2年,43800澳元/年,Australia
Master of Business Analytics,西澳大学商业分析硕士,/majr_66152,QS排名：90,商科 商业分析,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"商业分析基本原理, 数据描述, 商业分析项目, 商业编程, 商业中的区块链与分布式账本技术, 商业经济研究与评估方法, 人力分析, 商业智能, 应用项目管理, 营销中的大数据, 初级财务会计, 应用专业商务沟通, 开源工具与脚本, 云计算, 数据仓储",商业分析,8,2/7月,2年,43600澳元/年,Australia
Master of Agricultural Economics,西澳大学农业经济学硕士,/majr_66165,QS排名：90,商科 经济,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"农业科学基础, 农业与应用经济学核心概念, 科学中的数据使用, 科学行为、伦理与传播, 农业综合企业, 环境与资源经济学, 农业与经济发展, 农业与环境经济学的微观经济学理论, 农业与环境经济学的微观计量模型, 农业经济学专题, 自然科学中的数据管理与分析, 国际农业：研究与发展, 高级发展经济学, 高级国际贸易, 经济发展理论与实践",经济,7,2/7月,2年,45400澳元/年,Australia
Master of Economics,西澳大学经济学硕士,/majr_72389,QS排名：90,商科 经济,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"数据叙事, 商业编程, 经济政策与传播, 西澳议会研究计划, McCusker公民实习中心, 专业发展实践A, 微观经济理论, 应用高级计量经济学, 高级发展经济学, 环境与资源经济学, 金融市场经济学, 公共财政学, 全球卫生与政策经济学, 健康分析, 硕士学位论文（经济学）",经济,7,2/7月,2年,43600美元/年,US
Master of Professional Accounting,西澳大学专业会计硕士,/majr_54347,QS排名：90,商科 会计,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"财务会计学导论, 商业经济学：应用与政策, 数据分析与决策, 应用专业商务沟通, 会计学当代议题, 中级企业财务会计, 审计原理, 财务会计学：理论与实践, 计划与控制会计, 税收原理, 金融学导论, 商业与企业法, 道德与可持续性管理, 高级企业财务会计, 财务报表分析与企业估值",会计,7,2/7月,2年,45500澳元/年,Australia
Master of Professional Accounting (Chartered Accounting),西澳大学专业会计硕士（特许会计）,/majr_66153,QS排名：90,商科 会计,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"初级财务会计, 应用专业商务沟通, 商务经济学:应用与政策, 数据分析与决策, 中级企业财务会计, 审计原理, 财务会计:理论与实践, 会计规划与控制, 税收原则, 金融学精要, 商业与公司法, 道德与可持续性管理, 审计与认证, 澳大利亚税务, 管理会计与应用财务",会计,7,2/7月,2年,51188澳元/年,Australia
Master of Teaching (Secondary),西澳大学教学硕士（中学）,/majr_54361,QS排名：90,社科 教育,82,7.5,,,L:20 | R:18 | W:22 | S:20 ,L:8 | R:7 | W:7 | S:8 ,,,"人文学科与社会科学综合研究, 数学早教, 社会互动与儿童发展, 幼儿语言与读写能力, 音乐的当代辩论, 教育语言学, 专业音乐实践, 身体发育、运动与健康, 借助信息通信技术进行教与学, 科学课程, 体育课程, 健康教育, 职业发展课程",教育,7,2月,1.5年,44400澳元/年,Australia
Master of Education,西澳大学教育学硕士,/majr_54362,QS排名：90,社科 教育,82,7.5,,,L:20 | R:18 | W:22 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"幼儿教育与看护的当代改革, 教育法, 拉希测量理论高级课程, 教育学与技术结合, 教育人力资源开发, 学习领导力, 国际比较教育学, 定量调查, 评估与测量, 测量与评价, 经典拉希测量理论导论, 儿童与青少年发展精神病理学, 教育政策趋势：从全球到当地, 从课程中提高教与学, 教育研究",教育,7,2/7月,1年,33300澳元/年,Australia
Master of Health Professions Education - Coursework and Dissertation,西澳大学健康专业教育硕士,/majr_54391,QS排名：90,社科 教育,82,7,,,L:20 | R:18 | W:22 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"教学与学习原则, 评估与评价原则, 健康专业教育研究导论, 临床教学与监督, 健康专业教育的创新与当代议题, 健康专业教育模拟与跨职业学习, 专业座机, 教育人力资源发展, 借助信息通信技术进行教与学, 定量调查, 课程学习与教学改善, 组织行为学与领导力, 卫生保健的经济评价, 卫生计划评价",教育,7,2月,1.5年,43800澳元/年,Australia
Master of Health Professions Education - Thesis and Coursework,西澳大学健康专业教育硕士,/majr_72166,QS排名：90,社科 教育,82,7,,,L:20 | R:18 | W:22 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"教学与学习原则, 评估与评价原则, 健康专业教育研究导论, 临床教学与监督, 健康专业教育的创新与当代议题, 健康专业教育模拟与跨职业学习, 计划评价, 专业座机, 卫生人文：教育和研究, 健康专业教育的高级模拟",教育,7,2月,1.5年,42100澳元/年,Australia
Master of Marketing,西澳大学市场营销硕士,/majr_54346,QS排名：90,商科 市场营销,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"道德与可持续性管理, 购买行为与决策, 市场营销分析与规划, 全球市场营销战略, 应用市场营销研究, 整合营销传播, 电子商务, 应用职业商务沟通, 市场营销专题, 营销服务, 数字化营销, 市场营销与社会, 市场营销管理, 客户管理",市场营销,7,2/7月,2年,43600澳元/年,Australia
